created_at,id,full_text,lang,user,User Location
Wed May 18 21:16:57 +0000 2022,1527035534639616003,The one with the plant based diet https://t.co/4INETQyHRZ,en,DeIilaahh,WITSEC
Wed May 18 21:16:37 +0000 2022,1527035450522836994,"4 SOLD!
Dare RealFruit Sours Summerfruit Burst Plant Based Gummies Candy 350 g Vegan  | eBay https://t.co/lOwbZN33oA @aubainesenligne",en,ebay_Canada,Canada
Wed May 18 21:16:32 +0000 2022,1527035433384873988,"@okoliprecious13 Just ease out of it. Don't have to switch overnight. There are SO MANY fantastic plant-based chicken replacements nowadays. Take your time and explore them! 

Do it for the innocent animals. 🐤 🙏

Here are a few examples (ask me for links/recipes): https://t.co/5eBWWHFWdt",en,Jeto314,
Wed May 18 21:15:41 +0000 2022,1527035216459612161,"/ delivery via https://t.co/VegQNrNe1R opens at 2 pm, dining room opens at 5 pm, reserve via Tock: https://t.co/wR0Sf8QH3S /⁠
/ korean rice cakes with gochujang bolognese, spiced hazelnut. plant-based version available. //⁠
#pidginfood⁠ https://t.co/c4WybUVfRk",en,pidginvancouver,"350 Carrall St., Vancouver, BC"
Wed May 18 21:15:16 +0000 2022,1527035112398921732,@estherk_k As someone that actually suffered child abuse.... SHUT THE FUCK UP. A plant based diet is healthier than stuffing a child full of cholesterol; therefore is less abusive.,en,BigVeganDick,
Wed May 18 21:12:58 +0000 2022,1527034534318985218,"I noticed that in nearly every Iso drink, sports drink, plant based milk, vegan burger is B12 now. I really think we get much more B12 than the Omnies. The new troll slogan, instead of the ""Vegans die on B12 deficiency!`""gonna be ""Vegans die on B12 overdosis!"" lol
#vegan #GoVegan",en,vegan_v_vegan,Earth
Wed May 18 21:12:19 +0000 2022,1527034371957575680,after eating plant based pussy it’s hard to go back to baconator pussy,en,mjkjuice,BANDO
Wed May 18 21:12:10 +0000 2022,1527034331679563779,@TiffTalks22 Have you tried the gardein brand plant based chicken?? It’s amazing!!,en,Lizbethne30,
Wed May 18 21:11:03 +0000 2022,1527034053181857792,"@stouffers I'm still hoping for more vegetarian options to emerge soon🤞🤞🤞

But congratulations on making the plant-based meatless lasagna taste *exactly* like your regular lasagna!! It's perfect and delicious as usual 🥰",en,CariJayneSwegs,"California, USA"
Wed May 18 21:10:55 +0000 2022,1527034019426324482,@Kenidjack_Man @LanceForman @ojcarey @GBNEWS We're christian and vegan - we struggled to get even vegetarian school dinners - all halal meat in our area. I'm for more plant based choices.,en,WeeksKimD,
Wed May 18 21:09:13 +0000 2022,1527033589086420992,@LindsayCullen17 They have those plant based burgers. 🤣,en,Mr_Vozzella,"Cabot, AR"
Wed May 18 21:09:03 +0000 2022,1527033548263276544,"Guadalajara Animal Save held an outreach asking people to sign the plant based treaty and to raise our voices and to take action for our planet. 🌎🌿

✍️  https://t.co/BQADw7uvMM
Eat plants 🌱
Plant trees 🌳 https://t.co/XwCcWSx38a",en,Plant_Treaty,
Wed May 18 21:08:43 +0000 2022,1527033462749908999,"@suzseddon He’s part of the Satanic Cabal behind all of the virus,plant based food, Net-Zero and climate change frauds",en,RF_Jenkins,🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧
Wed May 18 21:05:58 +0000 2022,1527032770739961863,"@rowanandsage No, sorry, it's not white supremacy. European pagans used plant-based healing for centuries until they were almost wiped out by the Catholic Church, which made ""witch"" a dirty word.",en,Torchiest,"New York, NY"
Wed May 18 21:05:23 +0000 2022,1527032627517181953,"@Lizbethne30 🤣🤣 it's ""chik'n"" plant-based🤣🤣",en,TiffTalks22,
Wed May 18 21:04:15 +0000 2022,1527032342308700160,"We’re proud to call Hood River, Oregon home. We’re even prouder to work alongside our PNW
neighbors to make your plant-based
faves like @FullSailBrewing in our beer brats,
@HopworksBeer in holiday ham roast amber ale glaze,
and @BobsRedMill flours &amp; grains in many tasty
products. https://t.co/nEi6t2fppO",en,Tofurky,"Hood River, OR"
Wed May 18 21:04:04 +0000 2022,1527032292446588928,Bellroy Introduces The Plant-Based Slim Sleeve MIRUM Edition https://t.co/Hv1lXeEAcO https://t.co/f7ZbHAtUUX,en,AGift365,"Tampa, FL"
Wed May 18 21:02:32 +0000 2022,1527031910362664960,"We're a real food company now, tell your friends
https://t.co/w9rhtihhwP",en,MikeSeldenFF,"Oakland, CA"
Wed May 18 21:01:44 +0000 2022,1527031709002305539,The Fiber Fueled Cookbook: Inspiring Plant-Based Recipes to Turbocharge Your Hea...👉 https://t.co/47SxEIRwXt https://t.co/RzXdWQ9i4w,en,SeasonsGala,"Ontario, Canada"
Wed May 18 21:01:42 +0000 2022,1527031700190023680,"@gruntvegan @UN Fair point Grunt. We can do this and engagement is what we need, together with informing people of the realistic aims and how we can all join in this key step in our history. People need guidance, motivation and encouragement to go Vegan or Plant based. It makes good sense to do",en,Stellarosetta,Lancashire. 
Wed May 18 21:00:39 +0000 2022,1527031433520369667,"7 Mistakes Beginners Make On A Plant-Based Diet 

https://t.co/S5oKP0KcPW 

#plantbased #plantbaseddiet #plantbasedlifestyle",en,livegrowgreen,"Boston, MA"
Wed May 18 21:00:34 +0000 2022,1527031414121803776,"@just__abs yah oat milk is so superior in coffee 🥵 agree the alternatives are so good now, when i first went plant based 10 years ago it was tofu or suffer lol it’s so nice now",en,knifebvtch,"Greenville, SC"
Wed May 18 21:00:32 +0000 2022,1527031403820552195,"Cartiear Madlock lost 120 lbs once he switch to a plant-based diet!

Cartiear didn't have control over his eating habits and his addiction but managed to transform his life through healthy plant-based eating &amp; exercise!

Full video on our YouTube channel - https://t.co/PsAVXKWvXR https://t.co/lQkWnLxtTz",en,PlantBasedNews,"London, England"
Wed May 18 21:00:10 +0000 2022,1527031310891483136,Learn how #VentureCapital can support a #sustainable future in with Billy Goat Brands CEO Tony Harris highlighting the #investing opportunities in #plant-based foods and sustainable packaging @BillyGoatBrands https://t.co/FfTNHQ58wx,en,INN_LifeScience,
Wed May 18 21:00:09 +0000 2022,1527031310660915203,Learn how #VentureCapital can support a #sustainable future in with Billy Goat Brands CEO Tony Harris highlighting the #investing opportunities in #plant-based foods and sustainable packaging @BillyGoatBrands https://t.co/qFIpqx1sO2,en,INN_Technology,"Vancouver, British Columbia"
Wed May 18 21:00:07 +0000 2022,1527031300514775042,Learn how #VentureCapital can support a #sustainable future in with Billy Goat Brands CEO Tony Harris highlighting the #investing opportunities in #plant-based foods and sustainable packaging @BillyGoatBrands https://t.co/VQDVKPJhX4,en,DigMedia,Vancouver BC
Wed May 18 21:00:05 +0000 2022,1527031293422227465,"Celebrate World Environment Day with a plant-based food festival in Bethesda Sunday, June 5th.

Learn more about this healthy and family friendly event in our story below. 
@FARMUSA 

 https://t.co/zLtXI2IBMQ",en,mymcmedia,"Rockville, Maryland"
Wed May 18 20:59:37 +0000 2022,1527031172701863939,We've found our new favorite plant-based dessert thanks to Bon Devil and their Plant-Based Ganaches! Read more in my review on @socialnature #trynatural https://t.co/s1Vyz2NSqK,en,giselle1124,"Champaign, IL"
Wed May 18 20:59:27 +0000 2022,1527031132767735808,O.M.G. I am obsessed with these devilishly good Plant-Based Ganaches from Bon Devil! Read all about them in my review on @socialnature today #trynatural https://t.co/s1Vyz2wh2a,en,giselle1124,"Champaign, IL"
Wed May 18 20:57:07 +0000 2022,1527030547222081547,"Plant-based vaccines can be mass-produced and made readily available to match any new “strain” in as little as five weeks - in fully, robotically operated, automated facilities. When these are made available there will be no exemptions. The pharmakeia that deceives all nations.",en,1ThessCh5,"Black Mountain, NC "
Wed May 18 20:57:04 +0000 2022,1527030532378435585,^^^^ @ all the extreme v*gans that give plant based diets and the culture surrounding v*gans a bad rep,en,just__abs,probably in the woods
Wed May 18 20:56:03 +0000 2022,1527030278757416960,"BABz 100% Plant-Based Classic Flatbread

Advantages:
Simple enough for kids to prepare
Great for the budding chef
Conversational piece
Nutrient-dense
No aftertaste

Shop Today: https://t.co/0WDrAJVfGt
Call Us: +1(833) 667- 2229

#plantbased
#ketoflatbread
#flatbread https://t.co/TpjoKZTMvZ",en,BabzProductz,"West Kelowna, British Columbia"
Wed May 18 20:55:57 +0000 2022,1527030250772766721,Do I want more people to try out plant based meals? Totally. I’m not gonna go P*ta on you. All or nothing mentality isn’t it. I started out with just doing meatless Monday and I DO still indulge once in awhile but the cravings eventually just wore off for me which is sick,en,just__abs,probably in the woods
Wed May 18 20:55:19 +0000 2022,1527030092509196288,@veganfitnessric Whole good plant based very little oil no sugar.,en,noreasterGail,
Wed May 18 20:54:25 +0000 2022,1527029863793704962,Try Amazon Prime Baby Formula it's in stock. Delivery can be done in 2 hours. Also Health Food Stores have baby formula: Soy based and plant based. All 3 of my children had allergies and used Soy Formula. They are all brilliant adults now w/multiple degrees! #BabyFormulaShortage https://t.co/H4vwOTFLur,en,JanieResists,DC USA: I buy @BonaFideMasks 
Wed May 18 20:53:04 +0000 2022,1527029527821668352,"@fleroy1974 60% market penetration by ""plant based meat"" is very good - demonstrates market interest in the concept of meat alternatives - public recognition that there should be an alternative to animal agriculture",en,952ndhgmm8,UK
Wed May 18 20:53:03 +0000 2022,1527029522612334595,"Just got a press release for plant-based, cacao-free chocolate. What do you think cacao is??!???!",en,jaimealyse,jaime@jaimegreen.net
Wed May 18 20:51:05 +0000 2022,1527029026233147394,"Why the hell would it be child abuse?

Everyone in the comment section saying it's child abuse but is only saying unscientific garbage and has no actual reason to back it up

I'd say that NOT raising your children vegan/plant-based is the genuine abuse here actually https://t.co/c04jNq4P95",en,ultrarotom,Portugal
Wed May 18 20:50:29 +0000 2022,1527028874588061696,"@elonmusk ESG is environment, SOCIAL and governance.  The conditions at your plant are not socially acceptable, what with the rampant racism and all.  While you might be OK with E, you suck at S and based on how you are handling the Twitter purchase, you suck at G too",en,squzzer,"New Jersey, USA"
Wed May 18 20:49:12 +0000 2022,1527028552117407745,"@biotechaction Up to 20 plant genes mutate from one generation to the next. Why do you want to impose massive regulatory costs on Canada's plant breeding industry if one gene is edited? Canada needs risk appropriate regulations, not regulations based on activist propaganda.",en,stuartsmyth66,"Saskatoon, Saskatchewan"
Wed May 18 20:48:52 +0000 2022,1527028467514019840,Plant based nomad mami 😮‍💨🤌🏾🫶🏾,en,BlondieBandz,"Los Angeles, CA"
Wed May 18 20:48:10 +0000 2022,1527028290841628676,"@MinJohnske WHO is darkness to false light. They won’t accept the plant based vaccines, it’s part of “exposure”.",en,1ThessCh5,"Black Mountain, NC "
Wed May 18 20:47:45 +0000 2022,1527028186927620096,@jwsthomson Ugh. A mere 6 months after this ringing article: https://t.co/vi2xGH1NSo. Prolly a hyper-local example of what's happening / gonna happen globally as capital gets called. Eyes (inflated speculative investment) bigger than stomach (true TAM) days at an end?,en,rumon, lək̓ʷəŋən Territory / VanIsle
Wed May 18 20:47:13 +0000 2022,1527028055037906944,"@veganfitnessric whole food, plant-based ethical vegan",en,FlappyBirdNovel,Earth
Wed May 18 20:47:10 +0000 2022,1527028040806580225,"Dr Lim shares his personal and professional journey from PALEO to Whole Food Plant Based in this #PCRM interview
https://t.co/6vOq4O3JlW",en,ChicagoPlantEat,USA
Wed May 18 20:45:31 +0000 2022,1527027625545596928,"@2cool4luv @5m5v_en This is a common misconception! Plant-based milk cost may depend on which brands're available where you live ($12 wtf tho??), but 99% vegan staples are among the cheapest foods on earth: rice, lentils, veggies, potatoes, beans, pasta, chickpeas, etc.

https://t.co/KGKBRb4Xxr",en,Jeto314,
Wed May 18 20:45:15 +0000 2022,1527027557220110337,@knifebvtch Same! I call myself a flexible vegetarian because I allow myself products that contain eggs/dairy on occasion but 99% of the time the groceries I buy are all plant based. I used to crave meat and treat myself once in awhile but I always feel like SHIT after and when I think (c),en,just__abs,probably in the woods
Wed May 18 20:45:02 +0000 2022,1527027503688294408,@SBNationNBA @mavsmoneyball Fuck it - Chris Paul’s plant based diet didn’t help get him to the WCF so why the hell not?!,en,conor_beales,"King's Lynn, England"
Wed May 18 20:43:36 +0000 2022,1527027143934414850,@knifebvtch @thestarhorse I’m the same way. I can do little bits of butter and cheese but if I have a latte with whole milk or eat ice cream I get very 💩 I actually like a lot of the plant based alternatives and prefer the taste of oat milk so I don’t find myself missing dairy toooooo much!,en,just__abs,probably in the woods
Wed May 18 20:40:16 +0000 2022,1527026304738009088,"@elisjames Off topic sorry. Plant based Bubbins has reminded me to ask why you’ve not featured Pritch on the pod, he’s a vegan powered endurance athlete now, and as you can imagine his challenges are insane.",en,polaleeks,🏴󠁧󠁢󠁷󠁬󠁳󠁿
Wed May 18 20:39:14 +0000 2022,1527026043051077632,"Vegan Hand-tossed  Pizza with plant based pepperoni, black olives and mushroom. @ Steel City Martial Arts https://t.co/trP7HnzoFe",en,Country_style_,"Bridgeville, Pa"
Wed May 18 20:38:36 +0000 2022,1527025887459221505,Day 70 of missing the plant based chorizo from chipotle https://t.co/32JLASA8lo,en,gldn_snitch3,she/her
Wed May 18 20:38:19 +0000 2022,1527025816059650048,"So my daughter announces that my grand-baby only likes plant-based food!  So I changed his pet name to “The Nature Boy”! Tre-Flair Whoo! (Short Whoo). Anyway, got nothing back after my “Bright Lights, Long Tricycles ” line.  Can I get an Amen from my generation! Whoooooo! https://t.co/gyNuNf66Jp",en,SpenceTillman,"ÜT: 35.229447,-97.440467"
Wed May 18 20:37:29 +0000 2022,1527025605581197312,"@mainnneeee @5m5v_en What do you like? Anything you currently enjoy, you can easily find/cook a vegan version nowadays. Just google ""vegan &lt;anything&gt;"" and you'll be surprised.

Few examples of 100% plant-based stuff I regularly eat: https://t.co/9ahZz6fIsN",en,Jeto314,
Wed May 18 20:37:18 +0000 2022,1527025557422104578,@mhofela_mhofu @BusisaMoyo @edmnangagwa @basera_john @Tinoedzazvimwe1 It is look here https://t.co/R8ACpc05br,en,FloraRuramai,Zimbabwe
Wed May 18 20:35:59 +0000 2022,1527025224872783872,"@highfielder80 Common hot cups are a paper/plastic blend so unable to be recycled.     The hot and cold cups I use are both ‘plant based plastic’, which are compostable",en,scottjscobie,"Auckland, NZ"
Wed May 18 20:35:10 +0000 2022,1527025023164289024,"@sebvettelnews Sebastian, please consider going plant based if you'd really like to contribute to a better world

Less torture, less climate change problems, better karma",en,MooreKoubel,Your Pre frontal cortex
Wed May 18 20:31:14 +0000 2022,1527024029730754563,"@InfiniteRadar Its partly the actions of protesters who create anti vegans thru their toxic actions.

We would love everyone to go plant based.. but the extremists get in their own way... 

I don't have the answer, but 9 years meat free for me and definitely will be for the rest of my life",en,MooreKoubel,Your Pre frontal cortex
Wed May 18 20:29:17 +0000 2022,1527023540184170501,"Great tasting, plant-based protein powder helps support muscle health and athletic performance https://t.co/BjxugviSgu",en,Malik31Mahmoudi,United States
Wed May 18 20:28:00 +0000 2022,1527023216996270082,"https://t.co/dIBfXSjl1O
Plant-based Handcrafted Soap 🧼",en,tatyanab66,NY Queens
Wed May 18 20:25:39 +0000 2022,1527022628149481472,"@veganfitnessric So I’m not vegan. I eat plant based most times on months I eat vegan.. But when I’m not eating vegan I’m lacto-vegetarian… which is just adding dairy in my life other than the vegan meets I eat. No eggs, chicken, or fish. Just dairy.",en,Manganim3w3b00k,
Wed May 18 20:24:53 +0000 2022,1527022431654662145,Enter to win 4 Snack-Size Packs of Mmmly Plant-Based Cookies on @TwoClassyChics Blog https://t.co/AyPkiWJaZY Ends 5-24 #Giveaway #Foodies #Snacks #ad,en,yourpotofgold,Potato Land
Wed May 18 20:23:30 +0000 2022,1527022087193317376,@emsaleh93 Have you tired plant-based protein powders after each workout.  One scoop is about 20 grams of protein.,en,Robbin_Tweets,Alberta Canada
Wed May 18 20:21:55 +0000 2022,1527021685764984835,"I would really like to get in touch with people working on plant-based milks (from a social sciences/humanities perspective, but doesn't have to be) to see if we can write something for an edited collection...
Is anyone interested?
#plantbasedmilks",en,SarahCzerny,"Rijeka, Croatia"
Wed May 18 20:20:03 +0000 2022,1527021217051561985,"""Arcview Capital today announced the launch of their equity crowdfunding platform devoted to supporting cannabis and other adaptogenic plant-based businesses...

Check out the full press release here...
https://t.co/D0AIYntnDN

#arcviewcapital #womengrow #womenincannabis https://t.co/vMzQfvWhyK",en,womengrow,
Wed May 18 20:20:02 +0000 2022,1527021211674451968,@Rogerasalways The stock market is based on futures and it ain’t looking to bright.  Who’s gonna plant and harvest the grain?,en,PatLetourneau1,Strange Swamp NH
Wed May 18 20:18:25 +0000 2022,1527020808027054080,"@OwlRetweets For the hottest vegan, plant based sex comedy, watch Lush Vegetation! https://t.co/faUUU9xkTv",en,toycoon,
Wed May 18 20:17:33 +0000 2022,1527020588887420928,Why this plant-based Hamilton eatery keeps getting invited to meat festivals | inTheHammer https://t.co/hDxXi8W7A1,en,MOETIONPICTURE,"Hamilton, Ontario"
Wed May 18 20:15:31 +0000 2022,1527020075781263360,Would you eat 'vegetarian' prawns? https://t.co/t8HTP0mNXt,en,ABCRural,Australia
Wed May 18 20:15:15 +0000 2022,1527020009733890048,Plant-based diets for seafood like prawns trialled in bid to make industry more sustainable via @ABCRural by @Ash_Bagshaw_ https://t.co/9XKwTiQBPB via @ABCaustralia,en,afeltontaylor,"Toowoomba, Queensland"
Wed May 18 20:15:10 +0000 2022,1527019988447481859,"Dove’s Newest Deodorant Line Is Natural, Vegan And Plant Based https://t.co/Q27OOLZZ1m https://t.co/C1AlenMDze",en,RadioBlackOn,"Indianapolis, IN"
Wed May 18 20:14:29 +0000 2022,1527019817932361731,@KirkSeriousFace Vegan Kirk not just vegetarian but vegan - plant based 😂,en,cvinji1,"Wien, Österreich"
Wed May 18 20:14:13 +0000 2022,1527019750190002176,"wow I hate the term ""plant-based"" with the heat of a thousand sons and I know a lot of u vegans understand",en,kellyhogaboom,"aberdeen, wa"
Wed May 18 20:13:09 +0000 2022,1527019480878030848,"By offering a nutritious, plant-based option, we can satisfy students' dietary needs and ensure they are able to take full advantage of what may be the only meal they can depend on that day.

https://t.co/hxEuBLN35P https://t.co/5EeWIrtMM6",en,SenatorKoehler,"Peoria, IL"
Wed May 18 20:13:01 +0000 2022,1527019446426030081,"🐄 Aside from supporting the dairy industry, which is rife with animal cruelty concerns, charging more for plant-based milk has environmental implications too.",en,WeAreRiseMedia,
Wed May 18 20:12:53 +0000 2022,1527019414704607232,"Walmart [$3.98]: Gerber Good Start Plant Based Protein Lactose-Free Non-GMO Liquid Baby Formula, 8.1 oz Box

In Stock (shipping): https://t.co/foTLhQ6DOy
Pickup: https://t.co/pJ4GeSW0e3

https://t.co/W1tqabsShh

⏰ 15:12:53 #ad",en,LBOTDealsOfDay,
Wed May 18 20:11:19 +0000 2022,1527019018934173698,Honestly most people are missing out on @BeyondMeat products. They are no regular plant based protein company. There’s a miraculous touch in every product they have. It’s an engineered food not just a mishmash of random ingredients https://t.co/aPUeho2Bdd,en,EMahpour,
Wed May 18 20:11:05 +0000 2022,1527018960797016064,@egg_dog Ready the plant based guillotine,en,SSLLAABBSS,🚽
Wed May 18 20:10:44 +0000 2022,1527018872666312704,"Plant-based meat is opening a new door in China. This article sheds light on in-depth insights from Chinese leading impact investing venture capital and meat alternative producers.

For more, visit: https://t.co/oVD7OBVjTB
Link: https://t.co/PZ2OWpJEFD

#Business #China #Consumer https://t.co/W3ip9QMhOJ",en,EqualOcean,"Beijing, Shanghai, New York"
Wed May 18 20:08:01 +0000 2022,1527018188235497485,Great compliments tonight. Cuban Mojo Steak and seasoned fried onions with a tofu piccadilla as a plant based option! #mojo #foodie #foodlover #Food #foodphotography #cheflife #plantebased https://t.co/mwVy0wbv0w,en,MertonLindsay,
Wed May 18 20:05:11 +0000 2022,1527017474809417728,"Looks to me like the folks are no longer focused on define healthy by counting nutrients and calories.

Too 5 diet trends:
1. Clean Eating
2. Mindful Eating
3. Calorie Counting
4. Plant Based
5. Intermittent Fasting https://t.co/dUVHPdSP8G",en,gourmetmetrics,Hudson Valley NY
Wed May 18 20:05:02 +0000 2022,1527017438763687943,My fellow citizens we must act now on plant-based and cultured meats to secure the $1.50 hot dog for generations to come together we shall not fail,en,SynBio1,"Paris, France"
Wed May 18 20:05:00 +0000 2022,1527017429687320578,"To make #PlantBased options accessible to everyone and have a measurable impact for people and animals, @IHOP needs to offer this plant-based breakfast nationwide. https://t.co/WaQ1GVTxux",en,MoveTheWorldUS,"New York, US"
Wed May 18 20:05:00 +0000 2022,1527017429494181888,"Artisanal African Soap with carefully selected plant based natural ingredients – coconut oil, Sheabutter, Aloe Vera and moisturizing oils. Pk/2. 500g each!
👉🏾 https://t.co/OEgzzkP64P

#OrganicSkinCare #AfricanBeauty #AlataSamina #CulturalHeritage https://t.co/yW1PFQi3bt",en,alatagold,"Norwalk, CT"
Wed May 18 20:04:46 +0000 2022,1527017371562549250,"With spring in full swing, it's time to take the plunge into light, healthful eating. If you want to try a plant-based diet, get my FREE #govegan toolkit! Perfect for trying #vegan, #vegetarian, or #flexitarian eating. 
https://t.co/jbykUZXrGh",en,SharonPalmerRD,"Ojai, California"
Wed May 18 20:03:41 +0000 2022,1527017097129238530,This Cookbook Celebrates Orthodox Plant-Based Food https://t.co/kqkwPUkIVv #Array via @@PlantBasedNews,en,MartinBardella,"Barcelona, Spain"
Wed May 18 20:56:16 +0000 2022,1527030332360302592,@vegan dont care,en,nine_the9,elon musk's house
Wed May 18 20:47:16 +0000 2022,1527028067121606656,"@vegan that shit look terrible, meat better",en,nine_the9,elon musk's house
Wed May 18 15:24:20 +0000 2022,1526946795535753217,Soya milk was 50p and now it's 55p oh how can I find 5p more should I look down the sofa ? @lbc @gbnews @talktv @janehillnews @hollywills @piersmorgan @itvnews @bbcnews @vegan @petauk @skynews @itvnews @bbcnews,en,groovy_songs,
Wed May 18 15:06:22 +0000 2022,1526942275544162305,@vegan Meat better,en,skinny6373,Your girlfriend house
Wed May 18 15:06:08 +0000 2022,1526942217058893828,@vegan Not eating that mid,en,skinny6373,Your girlfriend house
Wed May 18 10:03:27 +0000 2022,1526866046153531392,@vegan this better https://t.co/NUlgf1HKIq,en,NeverFailsRatio,Youngboy's House
Wed May 18 10:01:58 +0000 2022,1526865673393168386,@vegan this is easier to cook https://t.co/8QVtOTtC5U,en,NeverFailsRatio,Youngboy's House
Wed May 18 06:18:23 +0000 2022,1526809404863131648,@CosyWarmPlumber @AllenHart999 @BurgerKing @vegan @TheVeganSociety Grass Burger… are you a ruminate???,en,ed_hacking,
Wed May 18 04:39:04 +0000 2022,1526784411198365698,I’m just here for the @Vegan ratio. Keep going… #DitchDairy https://t.co/z08egIu4hK,en,stgrizelda,"Portland, OR"
Wed May 18 01:02:20 +0000 2022,1526729866875478016,@vegan when did I ask,en,its_A_4_,Chicago  ✶ ✶ ✶ ✶
Wed May 18 00:00:07 +0000 2022,1526714209417015297,@vegan So true !,en,pauldraszen,la 13eme colonie
Tue May 17 23:52:54 +0000 2022,1526712395539828736,"@vegan When I was younger, some of those decades ago. I feel like I only ever had salad or plain pasta as options lol 😂",en,mandidonaldson,
Tue May 17 23:43:35 +0000 2022,1526710050357534720,@vegan Soooo yummy,en,alexxidabs,"San Francisco, CA"
Tue May 17 22:54:28 +0000 2022,1526697688854671360,@vegan People timid to use it should also know that tofu is an already-cooked food.,en,jxnova,"Harlem, USA"
Tue May 17 16:41:13 +0000 2022,1526603758708326401,@vegan Chicken is goos when its fried,en,DerpTV_,
Tue May 17 16:41:02 +0000 2022,1526603713728610304,@vegan I eat Meat,en,DerpTV_,
Tue May 17 15:35:37 +0000 2022,1526587250833821697,"What are your #Top5 #vegan recipes?

@vegan 
@veganfoodliving 
@TheVeganSociety 
@YourDailyVegan 

https://t.co/1Bcm5WX6IV",en,Top5Recipes4,
Tue May 17 15:31:13 +0000 2022,1526586140630716416,@vegan Popeyes is yummy,en,YoungboysTonka,
Tue May 17 15:29:53 +0000 2022,1526585808198590466,@vegan I hate plants,en,YoungboysTonka,
Tue May 17 15:29:49 +0000 2022,1526585787701047296,@vegan I love killing animals for survival,en,YoungboysTonka,
Tue May 17 15:29:35 +0000 2022,1526585731832901635,@vegan ratio,en,YoungboysTonka,
Tue May 17 15:29:32 +0000 2022,1526585718381850625,@vegan I love eating chicken,en,YoungboysTonka,
Tue May 17 15:29:27 +0000 2022,1526585699419291648,@vegan I love eating cows,en,YoungboysTonka,
Tue May 17 15:29:23 +0000 2022,1526585680989605890,@vegan i love meat,en,YoungboysTonka,
Tue May 17 15:29:19 +0000 2022,1526585665013460993,@vegan we dont care,en,YoungboysTonka,
Tue May 17 14:29:30 +0000 2022,1526570608972206080,@AllenHart999 @BurgerKing @vegan @TheVeganSociety Prefer these mate 😅 https://t.co/RpGdUrWclZ,en,Damon_BPHR,Sheffield
Tue May 17 14:07:52 +0000 2022,1526565165902315520,@AllenHart999 @BurgerKing @vegan @TheVeganSociety None double whopper plz 🐷🐷🐷,en,GaleandroKarl,"Wales, United Kingdom"
Tue May 17 14:02:58 +0000 2022,1526563933313609730,@vegan Mcdonalds tastes good,en,YoungboysTonka,
Tue May 17 14:02:51 +0000 2022,1526563902556807169,@vegan I love meat,en,YoungboysTonka,
Tue May 17 14:02:47 +0000 2022,1526563888258371584,@vegan Ratio,en,YoungboysTonka,
Tue May 17 14:02:45 +0000 2022,1526563877596516353,@vegan Cows deserve to be food,en,YoungboysTonka,
Tue May 17 14:02:39 +0000 2022,1526563852745203712,@vegan I love steak,en,YoungboysTonka,
Tue May 17 14:02:31 +0000 2022,1526563819144609793,@vegan Chicken tastes good,en,YoungboysTonka,
Tue May 17 13:48:49 +0000 2022,1526560370424520705,The big question. Plant based Whopper or Vegan Royale ?? #Vegan #plantbased #burgerking @BurgerKing @vegan @TheVeganSociety https://t.co/pavcdrqIi3,en,AllenHart999,
Tue May 17 12:49:53 +0000 2022,1526545542360317953,@vegan Popeyes Better,en,DerpTV_,
Tue May 17 12:49:40 +0000 2022,1526545487226077187,@vegan McDonalds Better,en,DerpTV_,
Tue May 17 12:49:32 +0000 2022,1526545451624894471,@vegan Wendys better,en,DerpTV_,
Tue May 17 12:49:28 +0000 2022,1526545436194050049,@vegan Burger king better,en,DerpTV_,
Tue May 17 12:48:39 +0000 2022,1526545230861844480,@vegan You fell off,en,DerpTV_,
Tue May 17 12:48:32 +0000 2022,1526545202667827205,@vegan Make better tweets,en,DerpTV_,
Tue May 17 12:48:26 +0000 2022,1526545175450902533,@vegan I eat Meat + Ratio + KFC tastes good,en,DerpTV_,
Tue May 17 12:30:26 +0000 2022,1526540645736792064,ETH ppl who fade on Salami are probly all @vegan. @CetsCommunity https://t.co/iq4xATe9IE,en,G3ndhi,
Tue May 17 12:01:52 +0000 2022,1526533455856689155,"Nutritional Yeast is deactivated, cultured yeast. It's high B Vitamins, derived from cultured yeast and malt/beer production, versatile and great as a key ingredient in cooking! https://t.co/75FQKH0FJw @Vegan @BestOfVegan https://t.co/BZx9b4rFno",en,naturesroot,London
Tue May 17 11:31:14 +0000 2022,1526525747309027330,@vegan Ratio,en,JohnDoe57454626,Bottom of the ocean
Tue May 17 11:30:58 +0000 2022,1526525680984408064,@vegan Meat is good for you,en,JohnDoe57454626,Bottom of the ocean
Tue May 17 11:30:53 +0000 2022,1526525659618713602,@vegan I eat meat milk and eggs everyday,en,JohnDoe57454626,Bottom of the ocean
Tue May 17 00:00:58 +0000 2022,1526352036589346816,@vegan Meat better + vegan is an L,en,manithegod111,Canada
Mon May 16 22:44:30 +0000 2022,1526332794401484805,@vegan Youngboy owns you,en,Eugene_Patilio,No longer watching Morbius 😔
Mon May 16 22:44:21 +0000 2022,1526332754920476673,"@vegan Eating steak, porkchop, and bacon rn",en,Eugene_Patilio,No longer watching Morbius 😔
Mon May 16 22:44:03 +0000 2022,1526332679934726145,@vegan Didn’t ask,en,Eugene_Patilio,No longer watching Morbius 😔
Mon May 16 22:43:56 +0000 2022,1526332651887439872,@vegan You fell off,en,Eugene_Patilio,No longer watching Morbius 😔
