Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020
47,Cook Islands,472,"Vegetables, preserved nes",5910,Export Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
47,Cook Islands,472,"Vegetables, preserved nes",5922,Export Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
47,Cook Islands,475,"Vegetables, preserved, frozen",5610,Import Quantity,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,110,66,62,62,62,49,0,1,8,8,17,5,10,9,6,14,15,26,18,22,33,27,18,14
47,Cook Islands,475,"Vegetables, preserved, frozen",5622,Import Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31,129,56,66,66,66,66,0,2,16,15,37,19,26,35,21,47,53,63,43,50,73,69,67,36
47,Cook Islands,474,"Vegetables, temporarily preserved",5610,Import Quantity,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0,3,2,10,2,2,3,0,1,0,0,0
47,Cook Islands,474,"Vegetables, temporarily preserved",5622,Import Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,2,2,2,1,1,0,1,3,2,2,11,11,4,3,32,7,5,7,2,4,1,1,0
47,Cook Islands,565,Vermouths & similar,5610,Import Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
47,Cook Islands,565,Vermouths & similar,5622,Import Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,2,4,3
47,Cook Islands,110,Wafers,5610,Import Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,8,8,8,0,1,0,1,1,1,3,1,3,1,2,1,2,6,2,2,2,1,1
47,Cook Islands,110,Wafers,5622,Import Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,26,26,26,26,154,113,126,126,126,0,6,6,8,6,11,17,9,16,7,20,18,21,27,15,21,22,15,13
47,Cook Islands,232,"Walnuts, shelled",5610,Import Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0
47,Cook Islands,232,"Walnuts, shelled",5622,Import Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,3,4,3
47,Cook Islands,222,"Walnuts, with shell",5610,Import Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
47,Cook Islands,222,"Walnuts, with shell",5622,Import Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
47,Cook Islands,567,Watermelons,5610,Import Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0
47,Cook Islands,567,Watermelons,5622,Import Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0
47,Cook Islands,631,"Waters,ice etc",5610,Import Quantity,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,30,67,75,93,93,52,74,7,113,85,81,80,80,80,171,92,201,235,95,270,648,694,950,1076,870
47,Cook Islands,631,"Waters,ice etc",5622,Import Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,30,53,43,58,58,39,68,15,71,86,105,73,91,91,121,27,73,65,69,64,133,203,250,379,182
47,Cook Islands,1296,Waxes vegetable,5610,Import Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
47,Cook Islands,1296,Waxes vegetable,5622,Import Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
47,Cook Islands,15,Wheat,5610,Import Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0
47,Cook Islands,15,Wheat,5622,Import Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,0,0,2,0,0
47,Cook Islands,900,"Whey, dry",5610,Import Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,,0,,0,0,
47,Cook Islands,900,"Whey, dry",5622,Import Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,5,5,5,5,5,5,5,5,5,5,1,,2,,1,1,
47,Cook Islands,564,Wine,5610,Import Quantity,tonnes,0,0,3,10,10,6,11,14,30,10,15,18,18,18,18,30,60,45,20,50,25,0,0,0,0,0,0,0,0,78,57,100,70,60,50,60,46,46,50,110,55,22,132,144,159,126,185,148,151,336,100,183,174,263,314,370,207,207,208,90
47,Cook Islands,564,Wine,5622,Import Value,1000 US$,0,0,3,6,6,7,9,9,30,8,15,20,21,35,25,60,100,90,42,110,61,0,0,0,0,0,0,0,0,195,196,310,210,240,260,240,239,150,155,300,216,113,600,813,914,759,1222,1149,1052,1690,785,1663,1510,1370,1351,1610,1580,1561,1524,540
47,Cook Islands,564,Wine,5910,Export Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,
47,Cook Islands,564,Wine,5922,Export Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,
47,Cook Islands,988,"Wool, degreased",5610,Import Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
47,Cook Islands,988,"Wool, degreased",5622,Import Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
47,Cook Islands,891,Yoghurt,5610,Import Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47,Cook Islands,891,Yoghurt,5622,Import Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47,Cook Islands,892,"Yoghurt, concentrated or not",5610,Import Quantity,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,35,34,33,22,22,15,21,18,18,13,11,42,38,46,36,34,32,32,33,23,35,33,40,46,48,42,43,44,29
47,Cook Islands,892,"Yoghurt, concentrated or not",5622,Import Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,115,120,135,100,100,62,52,59,59,59,78,90,111,141,113,139,115,104,108,100,157,146,156,157,158,190,212,200,134
47,Cook Islands,1882,Agricultural Products,5622,Import Value,1000 US$,546,658,728,1013,1024,1149,1085,1017,1330,1666,1578,1621,1948,1999,2339,3021,3503,4596,5726,6347,6056,4263,4588,5575,6179,7518,9106,11843,10761,9520,9705,10422,11412,11716,11094,10812,13334,9897,10673,10868,10415,11370,14818,18320,21634,20724,25319,25383,25027,29162,25538,33382,33126,37490,32018,34639,39454,40903,42089,27581
47,Cook Islands,1882,Agricultural Products,5922,Export Value,1000 US$,988,1169,1550,1903,1912,2347,1714,1724,2168,2397,1791,1620,2831,2528,2397,1650,1723,1969,3095,2716,2568,1969,1279,1983,1605,1500,1751,2067,1799,1558,1236,697,782,605,575,660,510,264,351,281,221,490,1441,2533,1741,1287,1223,1009,923,964,626,554,603,429,377,541,797,1064,1056,1279
47,Cook Islands,1888,Cereals and Preparations,5622,Import Value,1000 US$,121,139,143,151,153,166,198,148,170,322,232,249,314,368,443,612,585,773,890,998,1065,742,826,940,990,1165,1432,1727,1179,855,1307,1311,1382,1570,1258,1141,1730,1253,1553,1242,1414,1479,1476,1893,2260,2067,2280,2779,2564,2911,2819,2843,3144,3161,2790,2899,3082,3013,3658,2260
47,Cook Islands,1888,Cereals and Preparations,5922,Export Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,
47,Cook Islands,1944,Cereals,5610,Import Quantity,tonnes,70,72,83,84,95,140,121,115,121,311,250,210,120,130,150,170,190,170,220,240,240,136,156,236,296,356,416,476,500,173,140,150,200,300,300,300,202,157,246,246,134,79,11,54,74,30,9,42,96,325,38,44,37,73,57,74,49,66,335,314
47,Cook Islands,1944,Cereals,5622,Import Value,1000 US$,15,14,15,15,16,23,23,20,19,23,20,18,14,26,40,45,60,82,91,120,122,119,120,157,170,216,285,361,400,97,76,80,110,160,170,170,162,100,168,168,106,123,14,35,70,31,20,58,140,382,63,84,82,164,75,80,77,112,261,170
47,Cook Islands,1944,Cereals,5910,Export Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,
47,Cook Islands,1944,Cereals,5922,Export Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,
47,Cook Islands,1982,Food Excluding Fish,5622,Import Value,1000 US$,513,623,687,939,947,1062,1000,932,1126,1554,1468,1521,1835,1875,2205,2882,3309,4366,5412,5934,5762,4019,4381,5391,5949,7314,8922,10719,9581,7625,8709,9304,10294,10533,9911,9669,12557,9403,10356,10551,9730,10650,14011,17609,20884,19665,23718,23828,23775,27699,23967,31406,31227,35188,30495,33350,37869,38377,39929,26632
47,Cook Islands,1982,Food Excluding Fish,5922,Export Value,1000 US$,988,1169,1550,1903,1912,2347,1688,1666,1910,2253,1661,1507,2719,2265,2362,1531,1673,1969,2990,2407,2288,1823,1182,1617,1432,1117,1062,1682,1135,1220,1012,481,566,389,359,444,294,237,226,259,155,472,1237,2218,1606,1019,1002,940,854,933,605,533,544,427,345,510,786,1062,1056,1210
47,Cook Islands,1941,Cereal preparations,5610,Import Quantity,tonnes,1536,1341,1445,1355,1255,1348,1514,276,1737,2300,2310,2408,2424,2350,2352,2374,2326,2124,2180,2178,2561,2500,2500,2600,2600,2900,3300,3700,2500,1174,1305,1555,1553,1686,1061,1126,2208,2134,1638,866,1086,844,1110,1291,1436,1565,1712,1295,1532,1370,3454,1259,1337,1492,1500,1522,1456,1398,1441,947
47,Cook Islands,1941,Cereal preparations,5622,Import Value,1000 US$,106,125,128,136,137,143,175,128,151,299,212,231,300,342,403,567,525,691,799,878,943,623,706,783,820,949,1147,1366,779,758,1231,1231,1272,1410,1088,971,1568,1153,1385,1074,1308,1356,1462,1858,2190,2036,2260,2721,2424,2529,2756,2759,3062,2997,2715,2819,3005,2901,3397,2090
47,Cook Islands,1941,Cereal preparations,5910,Export Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,
47,Cook Islands,1941,Cereal preparations,5922,Export Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,
47,Cook Islands,10,Total Merchandise Trade,5622,Import Value,1000 US$,2856,2607,3413,4179,4265,4374,4068,3785,3894,6458,6602,7403,6743,8796,12785,13316,16990,18920,22975,22972,25000,20193,23473,20905,24732,26362,33733,42329,43700,51539,40410,54235,56658,48697,48600,43311,47956,37833,40914,51090,46939,43295,70753,76113,80897,96567,98725,150475,71658,80828,109542,111775,120000,121000,109000,107000,135000,133970,134300,105312
47,Cook Islands,10,Total Merchandise Trade,5922,Export Value,1000 US$,1673,1976,2322,2595,2771,2421,2417,2153,2742,3015,3082,2260,3500,3525,2939,2253,2317,2709,3865,4077,4363,3745,3271,3765,3093,4838,7127,4348,2790,4879,5459,3244,3870,4129,4573,3152,2831,3216,3572,9132,6819,4979,8519,7228,5234,3498,5202,4108,2772,5164,3135,5330,8000,18000,14000,13000,20000,15650,17290,19506
47,Cook Islands,1844,Fats and Oils (excluding Butter),5622,Import Value,1000 US$,0,0,0,16,16,16,0,18,19,24,0,0,53,0,0,58,78,102,124,125,114,119,180,235,246,311,379,588,577,781,262,221,251,250,295,470,308,256,293,293,228,259,336,373,390,391,487,514,415,499,502,641,622,660,476,584,669,705,667,484
47,Cook Islands,1844,Fats and Oils (excluding Butter),5922,Export Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,0,20,
47,Cook Islands,1975,Animal Fats and Oils (excl. Butter),5610,Import Quantity,tonnes,0,0,0,53,53,56,0,50,50,55,0,0,90,0,0,60,70,90,120,125,70,210,280,325,320,210,300,500,545,570,50,40,60,60,60,60,52,43,28,28,20,9,14,14,9,17,5,5,2,21,5,9,14,17,28,26,19,14,9,3
47,Cook Islands,1975,Animal Fats and Oils (excl. Butter),5622,Import Value,1000 US$,0,0,0,16,16,16,0,18,19,24,0,0,53,0,0,58,78,102,124,125,58,119,180,235,246,191,240,415,404,479,50,40,60,70,70,70,45,54,46,46,38,45,18,20,14,22,10,10,7,34,16,25,35,37,48,50,41,24,27,10
47,Cook Islands,1788,Vegetable Oil and Fat,5610,Import Quantity,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,110,115,140,140,205,102,91,91,80,90,155,200,116,128,128,83,88,173,189,185,198,215,162,148,171,140,175,184,244,175,257,272,327,281,201
47,Cook Islands,1788,Vegetable Oil and Fat,5622,Import Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,120,139,173,173,302,212,181,191,180,225,400,263,202,247,247,190,214,318,353,376,369,477,504,408,465,486,616,587,623,428,534,628,681,640,474
47,Cook Islands,1788,Vegetable Oil and Fat,5910,Export Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,65,
47,Cook Islands,1788,Vegetable Oil and Fat,5922,Export Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,0,20,
47,Cook Islands,1885,Meat and Meat Preparations,5622,Import Value,1000 US$,227,269,290,329,330,377,308,391,407,555,536,550,647,525,662,710,895,1416,1711,1657,1771,1360,1468,1821,1912,2439,3235,3904,3740,1942,2047,2390,2810,3148,3006,2790,3251,2891,2887,2426,2762,3138,3464,4361,5511,5237,6104,5316,5064,5910,5995,7385,6534,8278,6962,7139,8846,9006,9665,7058
47,Cook Islands,1885,Meat and Meat Preparations,5922,Export Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,
47,Cook Islands,2071,Bovine Meat,5610,Import Quantity,tonnes,260,286,348,403,359,365,527,415,546,728,585,546,594,455,494,533,572,780,715,650,840,329,496,633,770,898,1061,1199,1205,266,394,394,510,600,440,440,555,533,451,372,429,237,480,450,577,499,505,442,424,608,383,482,419,610,563,621,583,604,584,437
47,Cook Islands,2071,Bovine Meat,5622,Import Value,1000 US$,180,202,221,255,242,253,221,280,250,316,280,260,441,300,400,420,500,644,822,701,1056,713,863,988,1031,1281,1752,2139,2050,1005,1245,1250,1700,1980,1870,1870,1706,1339,1399,1032,1304,1445,1818,1923,2659,2252,2564,2316,2120,2327,2466,3206,2526,3213,2793,2949,3484,3508,3399,2516
47,Cook Islands,2071,Bovine Meat,5910,Export Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,
47,Cook Islands,2071,Bovine Meat,5922,Export Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,
47,Cook Islands,2074,Poultry Meat,5610,Import Quantity,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,225,173,327,412,497,582,667,700,498,436,410,420,450,460,320,864,797,601,535,611,346,565,754,915,805,858,730,647,889,1552,991,1066,1191,1153,1241,1522,1490,1677,1353
47,Cook Islands,2074,Poultry Meat,5622,Import Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,445,363,535,580,734,971,1232,1300,581,463,570,600,700,630,500,944,767,888,767,789,1049,754,1253,1632,1521,1864,1562,1600,1893,2311,2425,2358,2380,1744,1848,2455,2389,2779,1809
47,Cook Islands,2074,Poultry Meat,5910,Export Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
47,Cook Islands,2074,Poultry Meat,5922,Export Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
47,Cook Islands,2073,Pigmeat,5610,Import Quantity,tonnes,36,34,36,37,32,15,9,74,16,6,9,13,18,17,17,17,17,26,43,43,48,34,47,55,51,65,60,43,43,33,105,127,35,39,48,46,80,157,73,73,64,49,97,126,103,115,109,97,89,144,123,153,159,269,277,285,332,330,370,281
47,Cook Islands,2073,Pigmeat,5622,Import Value,1000 US$,17,17,19,21,23,8,4,18,12,4,6,10,15,15,32,40,45,75,112,112,117,80,110,130,120,195,210,150,140,179,138,270,190,218,276,210,429,547,277,277,340,316,423,569,661,576,689,528,477,622,658,859,819,1221,1095,1150,1432,1437,1661,1295
47,Cook Islands,2073,Pigmeat,5910,Export Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
47,Cook Islands,2073,Pigmeat,5922,Export Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
47,Cook Islands,2076,Other Meat,5610,Import Quantity,tonnes,50,80,80,104,108,140,113,172,633,524,550,500,300,300,300,350,400,420,500,600,115,59,88,118,147,176,206,235,150,121,336,330,270,150,150,130,79,151,191,203,169,70,180,195,189,320,300,265,234,243,92,156,182,279,299,292,239,261,262,225
47,Cook Islands,2076,Other Meat,5622,Import Value,1000 US$,30,50,50,53,65,116,83,93,145,235,250,280,191,210,230,250,350,697,777,844,192,122,132,168,181,229,302,383,250,177,201,300,320,250,230,210,172,238,323,350,329,328,469,616,559,888,987,910,867,1068,560,895,831,1464,1330,1192,1475,1672,1826,1438
47,Cook Islands,1890,Sugar and Honey,5610,Import Quantity,tonnes,380,530,630,831,729,1545,1503,989,1166,953,990,1042,1085,1035,1035,1035,1035,1038,1039,742,644,431,441,684,850,1014,1179,1344,1542,392,354,454,454,456,505,500,821,314,276,322,240,264,344,369,298,305,305,261,383,385,435,365,544,567,429,383,333,346,337,302
47,Cook Islands,1890,Sugar and Honey,5622,Import Value,1000 US$,68,91,103,175,151,164,143,120,92,140,156,175,182,259,323,326,330,295,398,400,399,298,305,372,397,478,603,740,890,397,394,444,434,449,497,438,904,458,459,470,335,402,817,796,692,694,767,820,880,886,745,1086,1011,866,892,754,831,847,822,726
47,Cook Islands,1890,Sugar and Honey,5910,Export Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,1,
47,Cook Islands,1890,Sugar and Honey,5922,Export Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,6,
47,Cook Islands,1889,Fruit and Vegetables,5622,Import Value,1000 US$,8,10,12,53,56,50,63,38,51,59,49,58,84,41,44,92,51,147,239,310,316,175,187,222,245,275,210,215,215,624,789,749,755,793,794,805,1326,1030,1338,1421,1326,1497,1625,2235,2822,2667,3154,2644,2724,2688,2540,3279,3115,3771,3187,3648,4610,4384,4910,3213
47,Cook Islands,1889,Fruit and Vegetables,5922,Export Value,1000 US$,806,1026,1393,1695,1560,2157,1548,1331,1736,2022,1480,1406,2551,1772,2134,1423,1431,1773,2007,1916,1936,1498,972,1032,1119,1012,1013,1677,1132,1198,791,461,566,389,359,444,294,234,218,243,146,464,1229,2210,1598,850,833,771,685,764,443,289,300,280,243,432,724,918,970,1200
47,Cook Islands,1802,Fruit,5610,Import Quantity,tonnes,0,0,0,55,58,65,34,12,11,25,0,0,16,0,0,10,0,0,0,0,25,0,0,0,0,0,0,0,0,109,155,141,141,157,148,156,363,290,405,465,216,223,422,478,722,819,636,579,526,527,354,436,367,578,532,663,754,767,1052,590
47,Cook Islands,1802,Fruit,5622,Import Value,1000 US$,0,0,0,26,25,25,19,8,7,15,0,0,35,0,0,40,0,16,60,58,103,0,0,0,0,0,0,0,0,216,243,218,217,237,231,264,549,459,581,694,468,690,667,874,1301,1246,1228,1077,1012,1096,902,1192,1071,1528,1132,1416,1657,1623,2034,1195
47,Cook Islands,1802,Fruit,5910,Export Quantity,tonnes,3972,4265,4570,5083,4710,6097,4864,4499,6947,8535,6652,4604,7505,4350,6310,4425,2019,3133,3250,4023,3892,2630,1326,2168,2913,1539,648,1639,1359,667,1023,727,820,522,563,633,403,329,372,200,138,356,540,727,583,306,261,236,217,197,128,101,101,107,107,162,267,305,345,390
47,Cook Islands,1802,Fruit,5922,Export Value,1000 US$,678,887,1187,1545,1323,2068,1493,1228,1677,2004,1477,1402,2546,1764,2114,1205,1331,1581,1568,1738,1719,1161,720,887,967,757,642,1412,918,904,701,431,538,361,333,418,268,233,182,205,108,464,1217,2196,1579,843,819,751,674,756,435,281,292,280,242,432,723,906,970,1200
47,Cook Islands,1734,Vegetables,5610,Import Quantity,tonnes,20,23,25,38,36,50,77,120,103,218,230,250,130,147,164,183,204,130,137,135,151,130,137,142,145,145,145,145,145,218,370,369,352,381,356,411,403,315,398,398,402,284,412,476,560,556,600,494,510,595,393,618,541,691,715,719,728,741,782,616
47,Cook Islands,1734,Vegetables,5622,Import Value,1000 US$,8,10,12,16,20,25,29,30,44,44,49,58,37,41,44,47,51,82,123,185,163,130,137,152,155,155,155,155,155,349,421,396,408,416,413,421,597,423,590,590,689,603,675,979,1061,1021,1399,1092,1088,1155,1086,1492,1404,1509,1388,1502,1952,1869,1838,1439
47,Cook Islands,1734,Vegetables,5910,Export Quantity,tonnes,790,618,1044,557,914,587,297,380,125,4,2,18,10,32,63,973,495,715,1561,650,139,127,229,168,176,138,175,83,87,70,26,15,10,10,10,10,10,0,0,5,2,0,3,5,2,2,1,1,1,1,1,1,1,0,0,,3,19,,
47,Cook Islands,1734,Vegetables,5922,Export Value,1000 US$,128,139,206,149,236,88,42,95,31,1,0,2,2,4,14,218,99,184,414,154,190,224,237,131,122,221,340,222,156,241,62,27,23,23,23,23,23,0,0,2,2,0,6,8,4,5,2,2,2,2,2,2,2,0,0,,1,12,,
47,Cook Islands,1954,Pulses,5610,Import Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,4,3,2,3,2
47,Cook Islands,1954,Pulses,5622,Import Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,1,1,1,1,1,0,0,0,0,7,7,5,13,6,10,7
47,Cook Islands,1954,Pulses,5910,Export Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
47,Cook Islands,1954,Pulses,5922,Export Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
47,Cook Islands,1719,Roots and Tubers,5610,Import Quantity,tonnes,0,0,0,27,41,0,92,0,0,0,0,0,35,0,0,0,0,200,200,200,150,130,160,200,250,350,150,150,140,130,162,212,192,212,202,182,244,224,269,268,241,124,382,436,544,495,549,425,591,532,402,494,526,663,607,672,776,711,747,500
47,Cook Islands,1719,Roots and Tubers,5622,Import Value,1000 US$,0,0,0,11,11,0,15,0,0,0,0,0,11,0,0,0,0,49,56,66,49,45,50,70,90,120,55,60,60,59,76,86,81,91,101,71,117,127,140,110,139,163,220,296,365,327,456,413,569,391,449,472,511,588,499,581,775,696,736,444
47,Cook Islands,1719,Roots and Tubers,5910,Export Quantity,tonnes,0,0,0,0,0,0,101,47,122,73,14,3,8,12,13,0,4,20,35,41,148,186,32,34,63,35,17,7,39,11,17,3,2,2,2,2,2,0,32,32,32,0,40,40,9,1,7,10,4,2,6,6,6,,1,,,,,
47,Cook Islands,1719,Roots and Tubers,5922,Export Value,1000 US$,0,0,0,0,0,0,12,8,28,17,3,2,3,4,6,0,1,8,22,23,25,113,15,14,30,34,31,9,39,51,28,3,3,3,3,3,3,0,36,36,36,0,6,6,15,2,12,18,9,6,6,6,6,,1,,,,,
47,Cook Islands,1773,Nuts,5610,Import Quantity,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,25,8,7,7,4,3,15,18,19,23,13,10,9,12,21,18,15,25,32,30,26,30,28,18
47,Cook Islands,1773,Nuts,5622,Import Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,49,49,49,49,62,19,26,26,28,39,62,85,94,72,70,61,54,46,103,123,129,139,161,144,213,190,292,128
